category	entry_id	openalex_id	doi	publication_year	authors
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1988050849	https://doi.org/10.2753/mtp1069-6679190202	2011	Joe F. Hair, Christian M. Ringle, Marko Sarstedt
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2118016181	https://doi.org/10.1177/009207038801600107	1988	Richard P. Bagozzi, Youjae Yi
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2944434778	https://doi.org/10.1016/j.jbi.2019.103208	2019	Paul A. Harris, Robert J. Taylor, Brenda L. Minor, Veida Elliott, Michelle Fernández, Lindsay O’Neal, Laura McLeod, Giovanni Delacqua, Francesco Delacqua, Jacqueline Kirby, Stephany N. Duda
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2043867338		1991	Robert F. DeVellis
subfields	https://openalex.org/subfields/1802	https://openalex.org/W4299927410	https://doi.org/10.2307/2074955	1994	Charles W. Mueller, Kenneth A. Bollen, J. Scott Long
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2905811773	https://doi.org/10.1108/ebr-11-2018-0203	2018	Joseph F. Hair, Jeffrey J. Risher, Marko Sarstedt, Christian M. Ringle
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2990427812	https://doi.org/10.21105/joss.01686	2019	Hadley Wickham, Mara Averick, Jennifer Bryan, Winston Chang, Lucy D’Agostino McGowan, Romain François, Garrett Grolemund, Alex Hayes, L. Banziiaf Henry, Jim Hester, Max Kühn, Thomas Lin Pedersen, Evan Miller, Stephan Bache, Kirill Müller, Jeroen Ooms, David M. Robinson, Dana P. Seidel, Vitalie Spinu, Kohske Takahashi, Davis Vaughan, Claus O. Wilke, Kara Woo, Hiroaki Yutani
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2116817443		2001	Lorin W. Anderson, David R. Krathwohl
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2302501749	https://doi.org/10.1038/sdata.2016.18	2016	Mark D. Wilkinson, Michel Dumontier, IJsbrand Jan Aalbersberg, Gabrielle Appleton, Myles Axton, Arie Baak, Niklas Blomberg, Jan‐Willem Boiten, Luiz Olavo Bonino da Silva Santos, Philip E. Bourne, Jildau Bouwman, Anthony J. Brookes, Tim W. Clark, Mercè Crosas, Ingrid Dillo, Olivier Dumon, Scott Edmunds, Chris T. Evelo, Richard Finkers, Alejandra González-Beltrán, Alasdair J. G. Gray, Paul Groth, Carole Goble, Jeffrey S. Grethe, Jaap Heringa, Peter A.C. ‘t Hoen, Rob Hooft, Tobias Kuhn, Ruben Kok, Joost N. Kok, Scott J. Lusher, Maryann E. Martone, Albert Mons, Abel L. Packer, Bengt Persson, Philippe Rocca‐Serra, Marco Roos, René van Schaik, Susanna‐Assunta Sansone, Erik Schultes, Thierry Sengstag, Ted Slater, George Strawn, Morris A. Swertz, Mark Thompson, Johan van der Lei, Erik M. van Mulligen, Jan Velterop, Andra Waagmeester, Peter Wittenburg, Katherine Wolstencroft, Jun Zhao, Barend Mons
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2160697532	https://doi.org/10.1186/gb-2004-5-10-r80	2004	Robert Gentleman, Vincent J. Carey, Douglas M. Bates, Ben Bolstad, Marcel Dettling, Sandrine Dudoit, Byron Ellis, Laurent Gautier, Yongchao Ge, Jeff Gentry, Kurt Hornik, Torsten Hothorn, Wolfgang Huber, Stefano M. Iacus, Rafael A. Irizarry, Friedrich Leisch, Cheng Li, Martin Maechler, Anthony Rossini, Günther Sawitzki, Colin A. Smith, Gordon K. Smyth, Luke Tierney, Jean Yang, Jianhua Zhang
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1741321747		1994	Egon G. Guba, Yvonna S. Lincoln
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2166244948	https://doi.org/10.1088/0953-8984/14/11/301	2002	Matthew Segall, Philip J. D. Lindan, Matt Probert, Chris J. Pickard, Phil Hasnip, Stewart J. Clark, M. C. Payne
subfields	https://openalex.org/subfields/1802	https://openalex.org/W3004157836	https://doi.org/10.1119/1.14981	1987	William H. Press, Brian P. Flannery, Saul A. Teukolsky, William T. Vetterling, Harvey Gould
subfields	https://openalex.org/subfields/1802	https://openalex.org/W3125976894	https://doi.org/10.2307/41410412	2012	Venkatesh, Thong, Xu
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2057012437	https://doi.org/10.1287/isre.3.1.60	1992	William DeLone, Ephraim R. McLean
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1721421031	https://doi.org/10.1080/07421222.2003.11045748	2003	William DeLone, Ephraim R. McLean
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2342091124		1993	Jakob Nielsen
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2725897987	https://doi.org/10.1016/j.rse.2017.06.031	2017	Noel Gorelick, M. Hancher, Mike Dixon, Simon Ilyushchenko, David Thau, Rebecca Moore
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2131568786	https://doi.org/10.1086/651257	2010	Xinshu Zhao, John Lynch, Qimei Chen
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2149010029	https://doi.org/10.5465/amr.1997.9711022105	1997	Ronald K. Mitchell, Bradley R. Agle, Donna J. Wood
subfields	https://openalex.org/subfields/1802	https://openalex.org/W4253262538	https://doi.org/10.1177/002224299405800302	1994	Robert M. Morgan, Shelby D. Hunt
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2271840356	https://doi.org/10.48550/arxiv.1603.04467	2016	Martı́n Abadi, Ashish Agarwal, Paul Barham, Eugene Brevdo, Zhifeng Chen, Craig Citro, Gregory S. Corrado, Andy Davis, Jay B. Dean, Matthieu Devin, Sanjay Ghemawat, Ian Goodfellow, Andrew Harp, Geoffrey Irving, Michael Isard, Yangqing Jia, Rafał Józefowicz, Łukasz Kaiser, Manjunath Kudlur, Josh Levenberg, Dan Mané, Rajat Monga, Sherry Moore, Derek G. Murray, Chris Olah, Mike Schuster, Jonathon Shlens, Benoit Steiner, Ilya Sutskever, Kunal Talwar, Paul A. Tucker, Vincent Vanhoucke, Vijay Vasudevan, Fernanda Viégas, Oriol Vinyals, Pete Warden, Martin Wattenberg, Martin Wicke, Yuan Yu, Xiaoqiang Zheng
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2100408980	https://doi.org/10.1287/isre.2.3.192	1991	Gary C. Moore, Izak Benbasat
subfields	https://openalex.org/subfields/1802	https://openalex.org/W3103145119	https://doi.org/10.1038/s41592-019-0686-2	2020	Pauli Virtanen, Ralf Gommers, Travis E. Oliphant, Matt Haberland, Tyler Reddy, David Cournapeau, Evgeni Burovski, Pearu Peterson, Warren Weckesser, J.D. Bright, Stéfan van der Walt, Matthew Brett, Joshua Wilson, K. Jarrod Millman, Nikolay Mayorov, Andrew Nelson, Eric D. Jones, Robert Kern, Eric B. Larson, CJ Carey, İlhan Polat, Yu Feng, Eric Moore, Jake Vanderplas, Denis Laxalde, Josef Perktold, Robert Cimrman, Ian Henriksen, E. A. Quintero, C. R. Harris, Anne M. Archibald, Antônio H. Ribeiro, Fabian Pedregosa, Paul van Mulbregt, A. Vijaykumar, Alessandro Pietro Bardelli, Alex Rothberg, Andreas Hilboll, Andreas Kloeckner, Anthony Scopatz, Antony Lee, Ariel Rokem, Charles Woods, Chad Fulton, Charles Masson, Christian Häggström, C. Fitzgerald, David Nicholson, David R. Hagen, Dmitrii V. Ṗasechnik, Emanuele Olivetti, Éric Martin, Eric Wieser, Fabrice Silva, Felix Lenders, Florian Wilhelm, George S. Young, Gavin A Price, Gert‐Ludwig Ingold, Gregory E. Allen, Gregory R. Lee, Hervé Audren, Irvin Probst, J. P. Dietrich, Jacob Silterra, James T. Webber, Janko Slavič, Joel Nothman, Johannes Büchner, J. Kulick, Johannes L. Schönberger, José Vinícius de Miranda Cardoso, Joscha Reimer, Joseph Harrington, Juan Luis Cano, Juan Nunez-Iglesias, Justin Kuczynski, K. Tritz, Martin Thoma, M. Newville, Matthias Kümmerer, Maximilian Bolingbroke, Michael Tartre, M. Pak, Nathaniel J. Smith, Nikolai Nowaczyk, Nikolay Shebanov, Oleksandr Pavlyk, Per A. Brodtkorb, Perry Lee, Robert T. McGibbon, Roman Feldbauer, Sam Lewis, Sam Tygier, Scott Sievert, Sebastiano Vigna, Stefan Peterson, Surhud More, Tadeusz Pudlik, 拓也 大嶋
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1987198869	https://doi.org/10.1287/isre.6.2.144	1995	Shirley Taylor, Peter Todd
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2005532382	https://doi.org/10.1080/10705510701301834	2007	Fangfang Chen
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1591013228	https://doi.org/10.1108/ebr-10-2013-0128	2014	Joseph F. Hair, Marko Sarstedt, Lucas Hopkins, Volker G. Kuppelwieser
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2028809046	https://doi.org/10.1177/002224299205600304	1992	J. Joseph Cronin, Steven A. Taylor
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2035880114	https://doi.org/10.1016/0007-6813(91)90005-g	1991	Archie B. Carroll
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2028046413	https://doi.org/10.1186/1758-2946-4-17	2012	Marcus D. Hanwell, Donald Curtis, David Lonie, Tim Vandermeersch, Eva Zurek, Geoffrey Hutchison
subfields	https://openalex.org/subfields/1802	https://openalex.org/W4239146293	https://doi.org/10.2307/1269484	1987	Eric R. Ziegel, William H. Press, Brian P. Flannery, Saul A. Teukolsky, William T. Vetterling
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2755950973	https://doi.org/10.1016/j.joi.2017.08.007	2017	Massimo Aria, Corrado Cuccurullo
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1574235309	https://doi.org/10.2307/30036519	2003	Gefen, Karahanna, Straub
subfields	https://openalex.org/subfields/1802	https://openalex.org/W3131055609	https://doi.org/10.1093/gigascience/giab008	2021	Petr Danecek, James Bonfield, Jennifer Liddle, John Marshall, Valeriu Ohan, Martin Pollard, Andrew Whitwham, Thomas Keane, Shane McCarthy, Robert M. Davies, Heng Li
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1558097898	https://doi.org/10.2307/40250362	1992	Lawrence Poston, Ernest L. Boyer
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2110506823	https://doi.org/10.2307/3250921	2001	Anol Bhattacherjee
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1560371066	https://doi.org/10.21427/d7cf7r	2008	Daire Hooper, Joseph Coughlan, Michael R. Mullen
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2154010459	https://doi.org/10.1177/109434200101500302	2001	Ian Foster, Carl Kesselman, Steven Tuecke
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2048002078	https://doi.org/10.5860/choice.32-4463	1995	Michael R. Gibbons, Camille Limoges, Helga Nowotny, Simón Schwartzman, Peter Scott, Martín Trow
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2112042732	https://doi.org/10.1111/j.1540-5915.2008.00192.x	2008	Viswanath Venkatesh, Hillol Bala
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2098685541	https://doi.org/10.1287/isre.14.2.189.16018	2003	Wynne W. Chin, Barbara L. Marcolin, Peter R. Newsted
subfields	https://openalex.org/subfields/1802	https://openalex.org/W3083406432	https://doi.org/10.1002/pro.3943	2020	Eric F. Pettersen, Thomas D. Goddard, Conrad C. Huang, Elaine C. Meng, Gregory S. Couch, Tristan I. Croll, John H. Morris, Thomas E. Ferrin
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2014134373	https://doi.org/10.1002/(sici)1097-0266(199902)20:2<195::aid-smj13>3.0.co;2-7	1999	John Hulland
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2030483771	https://doi.org/10.2307/1251829	1997	Patricia M. Doney, Joseph P. Cannon
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2130989233	https://doi.org/10.1177/000765039903800303	1999	Archie B. Carroll
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1595743797		2014	J. Scott Long, Jeremy Freese
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2126512988	https://doi.org/10.2307/249688	1995	Deborah Compeau, Christopher A. Higgins
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1980569376	https://doi.org/10.1111/j.1559-1816.1992.tb00945.x	1992	Fred D. Davis, Richard P. Bagozzi, Paul R. Warshaw
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2166982098	https://doi.org/10.1287/isre.11.4.342.11872	2000	Viswanath Venkatesh
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1608836379	https://doi.org/10.17705/1cais.00407	2000	David Gefen, Detmar W. Straub, Marie‐Claude Boudreau
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2128264241	https://doi.org/10.5465/amr.2001.4011987	2001	Abagail McWilliams, Donald S. Siegel
subfields	https://openalex.org/subfields/1802	https://openalex.org/W3123091093	https://doi.org/10.1509/jmkr.43.3.345	2006	Judith A. Chevalier, Dina Mayzlin
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2964523010	https://doi.org/10.1016/j.jbusres.2019.07.039	2019	Hannah Snyder
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1557992034		1985	Fred D. Davis
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1579517781	https://doi.org/10.4135/9781452206905.n541	2015	Weichu Xu, Jian Yu
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1587451402	https://doi.org/10.2307/249689	1995	Dale L. Goodhue, Ronald L. Thompson
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1601300738	https://doi.org/10.4324/9780203873106-18	1988	Donna Haraway
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1708393801	https://doi.org/10.1080/10864415.2003.11044275	2003	Paul A. Pavlou
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1985721027	https://doi.org/10.2307/3556659	2003	Joshua D. Margolis, James P. Walsh
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2167500728		2002	Clemens Szyperski
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1575714269	https://doi.org/10.1007/bf02766777	1981	Egon G. Guba
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2137524155	https://doi.org/10.3102/00028312038004915	2001	Michael S. Garet, Andrew C. Porter, Laura M. Desimone, Beatrice F. Birman, Kwang Suk Yoon
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2110638361	https://doi.org/10.2307/1251841	1996	Donna L. Hoffman, Thomas P. Novak
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2796837256	https://doi.org/10.2307/2007938	1988	Frederick N. Fritsch, William H. Press, Brian P. Flannery, Saul A. Teukolsky, William T. Vetterling
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2110078189	https://doi.org/10.1287/isre.13.3.334.81	2002	D. Harrison McKnight, Vivek Choudhury, Charles J. Kacmar
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2109685530	https://doi.org/10.3102/01623737011003255	1989	Jennifer C. Greene, Valerie J. Caracelli, Wendy F. Graham
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2039514935	https://doi.org/10.1177/0263211x990273008	1999	Ann Weaver Hart
subfields	https://openalex.org/subfields/1802	https://openalex.org/W3007635255		2005	Robert K. Yin
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2055097229	https://doi.org/10.1089/cpb.1998.1.237	1998	Kimberly Young
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2155225996	https://doi.org/10.5555/290231.290235	1998	Wynne W. Chin
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2029125978	https://doi.org/10.2307/3151081	1977	Carl E. Ferguson, Amin El-Dirghami, Gilbert A. Churchill
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2146272101	https://doi.org/10.1037/0021-9010.86.3.386	2001	Jason A. Colquitt
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1204404493	https://doi.org/10.4018/ijec.2015100101	2015	Ned Kock
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2065502371	https://doi.org/10.1006/imms.1993.1022	1993	Fred D. Davis
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2049159124	https://doi.org/10.1509/jmkr.38.2.269.18845	2001	Adamantios Diamantopoulos, Heidi Winklhofer
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2067708941	https://doi.org/10.1016/j.obhdp.2005.03.002	2005	Michael E. Brown, Linda Klebe Treviño, David A. Harrison
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1578907434	https://doi.org/10.2307/3250951	2000	Ritu Agarwal, Elena Karahanna
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2153784191	https://doi.org/10.5465/amr.2007.25275684	2007	John L. Campbell
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2110808180	https://doi.org/10.1107/s0907444913000061	2013	Philip R. Evans, Garib N. Murshudov
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2734356283	https://doi.org/10.1002/pro.3235	2017	Thomas D. Goddard, Conrad C. Huang, Elaine C. Meng, Eric F. Pettersen, Gregory S. Couch, John H. Morris, Thomas E. Ferrin
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1995617856	https://doi.org/10.1111/j.1745-3984.2003.tb01103.x	2003	Trevor G. Bond, Christine Fox
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2898402099	https://doi.org/10.1093/nar/gky995	2018	Sara El-Gebali, Jaina Mistry, Alex Bateman, Sean R. Eddy, Aurélien Luciani, Simon Potter, Matloob Qureshi, Lorna Richardson, Gustavo A Salazar, Alfredo D Smart, Erik L. L. Sonnhammer, Layla Hirsh, Lisanna Paladin, Damiano Piovesan, Silvio C. E. Tosatto, ROBERT FINN
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1592080430		1997	Kevin Lane Keller
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2008441192	https://doi.org/10.1287/isre.2.3.173	1991	Kieran Mathieson
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1567491469	https://doi.org/10.1080/07421222.1996.11518099	1996	Richard Y. Wang, Diane M. Strong
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2130801612	https://doi.org/10.2307/3250981	2000	Viswanath Venkatesh, Michael G. Morris
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2116305749	https://doi.org/10.2307/20650284	2009	Martin Wetzels, Odekerken-Schröder, van Oppen
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2146125869	https://doi.org/10.2307/25148669	2005	Bock, Zmud, Kim, Lee
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1966553486	https://doi.org/10.1145/138859.138867	1992	David Theo Goldberg, David M. Nichols, Brian Oki, Douglas B. Terry
subfields	https://openalex.org/subfields/1802	https://openalex.org/W4298058862	https://doi.org/10.2307/2076669	1995	Zaheer Baber, Michael Gibbons, Camille Limoges, Helga Nowotny, Simón Schwartzman, Peter Scott, Martín Trow
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2135617001	https://doi.org/10.1016/s0378-7206(01)00143-4	2002	Paul Legris, John Ingham, Pierre Collerette
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1589728983		1984	Robert Rosenthal, Ralph L. Rosnow
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2093981945	https://doi.org/10.1086/222820	1960	Howard S. Becker
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2080528351	https://doi.org/10.1016/s0076-6879(97)77028-9	1997	E.A. Merritt, David Bacon
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1963879048	https://doi.org/10.1016/j.im.2003.11.002	2004	Chitu Okoli, Suzanne D. Pawlowski
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2130210496	https://doi.org/10.3102/0013189x08331140	2009	Laura M. Desimone
subfields	https://openalex.org/subfields/1802	https://openalex.org/W3121598947	https://doi.org/10.5465/amr.2008.31193458	2008	Dirk Matten, Jeremy Moon
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2001101778	https://doi.org/10.1002/csr.132	2006	Alexander Dahlsrud
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2059410657	https://doi.org/10.5465/amle.2005.16132558	2005	Sumantra Ghoshal
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2098935104	https://doi.org/10.1023/b:busi.0000039399.90587.34	2004	Elisabet Garriga, Domènec Melé
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1998933811	https://doi.org/10.1109/hicss.2014.377	2014	Juho Hamari, Jonna Koivisto, Harri Sarsa
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2002520967	https://doi.org/10.2307/3089636	2003	Fletcher Linder, Joe Spear, Helga Nowotny, Peter Scott, Michael Gibbons
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2151694441	https://doi.org/10.1177/1094670504271156	2004	A. Parasuraman, Valarie A. Zeithaml, Arvind Malhotra
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1548408014	https://doi.org/10.2307/249751	1999	Elena Karahanna, Detmar W. Straub, Norman L. Chervany
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2261525379	https://doi.org/10.1016/j.ijinfomgt.2014.10.007	2014	Amir Gandomi, Murtaza Haider
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2083927153	https://doi.org/10.1007/s10278-013-9622-7	2013	Kenneth Clark, Bruce A. Vendt, Kirk Smith, John Freymann, Justin Kirby, Paul Koppel, Stephen Moore, Stanley Phillips, David R. Maffitt, Michael Pringle, Lawrence Tarbox, Fred Prior
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2101699735	https://doi.org/10.1016/s0378-7206(00)00061-6	2001	Ji-Won Moon, Young‐Gul Kim
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2041790104	https://doi.org/10.5465/amr.1997.9707180258	1997	James H. Davis, F. David Schoorman, Lex Donaldson
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2120109270	https://doi.org/10.1096/fj.07-9492lsf	2007	Matthew E. Falagas, Eleni Pitsouni, George Malietzis, Γεώργιος Παππάς
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2077208327	https://doi.org/10.1002/2013eo450001	2013	Paul Wessel, Walter H. F. Smith, Remko Scharroo, Joaquim Luís, Florian Wobbe
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1497226654	https://doi.org/10.2307/249443	1991	Ronald L. Thompson, Christopher A. Higgins, Jane M. Howell
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1480526195	https://doi.org/10.5860/choice.45-1430	2007	Nassim Nicholas Taleb
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2042061542	https://doi.org/10.1002/1097-0266(200101)22:2<125::aid-smj150>3.0.co;2-h	2001	Amy J. Hillman, Gerald D. Keim
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2136482257	https://doi.org/10.1186/gb-2010-11-8-r86	2010	Jeremy Goecks, Anton Nekrutenko, James Taylor
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2166445532	https://doi.org/10.5860/choice.50-6804	2013	
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2119681300	https://doi.org/10.2307/25148660	2004	Hans van der Heijden
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1971354656	https://doi.org/10.1111/j.1468-2370.2009.00275.x	2010	Archie B. Carroll, Kareem M. Shabana
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1500549500		1984	James H. McMillan, Sally Schumacher
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1971870746	https://doi.org/10.1177/014920639001600208	1990	Jerald Greenberg
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2115981184	https://doi.org/10.2307/25148781	2007	Huigang Liang, Saraf, Hu, Xue
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2041711461	https://doi.org/10.1016/j.tourman.2008.01.005	2008	Dimitrios Buhalis, Rob Law
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2917207851	https://doi.org/10.1093/nar/gky379	2018	Enis Afgan, Dannon Baker, Bérénice Batut, Marius van den Beek, Dave Bouvier, Martin Čech, John Chilton, Dave Clements, Nate Coraor, Björn Grüning, Aysam Guerler, Jennifer Hillman‐Jackson, Saskia Hiltemann, Vahid Jalili, Helena Rasche, Nicola Soranzo, Jeremy Goecks, James Taylor, Anton Nekrutenko, Daniel Blankenberg
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2043701535	https://doi.org/10.1109/mcse.2014.80	2014	John Towns, T.M. Cockerill, Maytal Dahan, Ian Foster, Kelly Gaither, Andrew S. Grimshaw, Victor Hazlewood, Scott Lathrop, Dave Lifka, Gregory D. Peterson, Ralph Roskies, James R. Scott, Nancy Wilkins‐Diehr
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2124077410	https://doi.org/10.5465/amr.1991.4278958	1991	Thomas M. Jones
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2015720094		1945	Vannevar Bush
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1983629797	https://doi.org/10.1109/tem.1982.6447463	1982	Louis G. Tornatzky, Katherine J. Klein
subfields	https://openalex.org/subfields/1802	https://openalex.org/W2028179265	https://doi.org/10.1016/j.leaqua.2006.10.004	2006	Michael E. Brown, Linda Klebe Treviño
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1994213885	https://doi.org/10.1016/s0305-0483(00)00021-9	2000	David Gefen
subfields	https://openalex.org/subfields/1802	https://openalex.org/W1558600619		1986	James R. Rest
