category	entry_id	openalex_id	doi	publication_year	authors
domains	https://openalex.org/domains/3	https://openalex.org/W2058122340	https://doi.org/10.1126/science.1102896	2004	Kostya S. Novoselov, A. K. Geǐm, С. В. Морозов, Da Jiang, Y. Zhang, S. V. Dubonos, I. V. Grigorieva, А. А. Firsov
domains	https://openalex.org/domains/3	https://openalex.org/W2036113194	https://doi.org/10.1103/physrevb.13.5188	1976	Hendrik J. Monkhorst, J.D. Pack
domains	https://openalex.org/domains/3	https://openalex.org/W4211007335	https://doi.org/10.1016/s0019-9958(65)90241-x	1965	L. A. Zadeh
domains	https://openalex.org/domains/3	https://openalex.org/W2097706568	https://doi.org/10.1093/oxfordjournals.molbev.a040454	1987	Naruya Saitou, M Nei
domains	https://openalex.org/domains/3	https://openalex.org/W2101234009	https://doi.org/10.48550/arxiv.1201.0490	2012	Fabián Pedregosa, Gaël Varoquaux, Alexandre Gramfort, Vincent Michel, Bertrand Thirion, Olivier Grisel, Mathieu Blondel, Peter Prettenhofer, Ron J. Weiss, Vincent Dubourg, Jake Vanderplas, Alexandre Passos, David Cournapeau, Matthieu Brucher, Matthieu Perrot, Édouard Duchesnay
domains	https://openalex.org/domains/3	https://openalex.org/W2167590372	https://doi.org/10.1107/s0567739476001551	1976	R. D. Shannon
domains	https://openalex.org/domains/3	https://openalex.org/W1522301498		2014	Diederik P. Kingma, Jimmy Ba
domains	https://openalex.org/domains/3	https://openalex.org/W1686810756		2014	Karen Simonyan, Andrew Zisserman
domains	https://openalex.org/domains/3	https://openalex.org/W2230728100	https://doi.org/10.1103/physrev.140.a1133	1965	W. Kohn, L. J. Sham
domains	https://openalex.org/domains/3	https://openalex.org/W2298230951	https://doi.org/10.1021/ac50052a726	1980	
domains	https://openalex.org/domains/3	https://openalex.org/W2029667189	https://doi.org/10.1016/0263-7855(96)00018-5	1996	William Humphrey, Andrew Dalke, Klaus Schulten
domains	https://openalex.org/domains/3	https://openalex.org/W2108234281	https://doi.org/10.1093/bioinformatics/btp352	2009	Heng Li, Robert E. Handsaker, Alec Wysoker, Tim Fennell, Jue Ruan, Nils Homer, Gábor Marth, Gonçalo R. Abecasis, Richard Durbin
domains	https://openalex.org/domains/3	https://openalex.org/W2099540110	https://doi.org/10.1038/nmeth.2089	2012	Caroline A Schneider, Wayne Rasband, Kevin W. Eliceiri
domains	https://openalex.org/domains/3	https://openalex.org/W1987258130	https://doi.org/10.2307/3151312	1981	Claes Fornell, David F. Larcker
domains	https://openalex.org/domains/3	https://openalex.org/W2151103935	https://doi.org/10.1023/b:visi.0000029664.99615.94	2004	David Lowe
domains	https://openalex.org/domains/3	https://openalex.org/W2108598243	https://doi.org/10.1109/cvpr.2009.5206848	2009	Jia Deng, Wei Dong, Richard Socher, Li-Jia Li, Kai Li, Li Fei-Fei
domains	https://openalex.org/domains/3	https://openalex.org/W2103441770	https://doi.org/10.1093/bioinformatics/btp324	2009	Heng Li, Richard Durbin
domains	https://openalex.org/domains/3	https://openalex.org/W2131271579	https://doi.org/10.1093/bioinformatics/btu170	2014	Anthony Bolger, Marc Lohse, Björn Usadel
domains	https://openalex.org/domains/3	https://openalex.org/W4385245566	https://doi.org/10.48550/arxiv.1706.03762	2017	Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Łukasz Kaiser, Illia Polosukhin
domains	https://openalex.org/domains/3	https://openalex.org/W4235678817	https://doi.org/10.1177/002224378101800104	1981	Claes Fornell, David F. Larcker
domains	https://openalex.org/domains/3	https://openalex.org/W2086957099	https://doi.org/10.1103/physreva.38.3098	1988	Axel D. Becke
domains	https://openalex.org/domains/3	https://openalex.org/W3023540311	https://doi.org/10.5860/choice.27-0936	1989	
domains	https://openalex.org/domains/3	https://openalex.org/W2912565176		1996	Lotfi A. Zadeh
domains	https://openalex.org/domains/3	https://openalex.org/W2112796928	https://doi.org/10.1109/5.726791	1998	Yann LeCun, Léon Bottou, Yoshua Bengio, Patrick Haffner
domains	https://openalex.org/domains/3	https://openalex.org/W1968834637	https://doi.org/10.1021/ac60111a017	1956	Michel Dubois, K. A. Gilles, J. K. Hamilton, P. A. Rebers, F. Smith
domains	https://openalex.org/domains/3	https://openalex.org/W2030976617	https://doi.org/10.1103/physrev.136.b864	1964	P. C. Hohenberg, W. Kohn
domains	https://openalex.org/domains/3	https://openalex.org/W2157823046	https://doi.org/10.1136/bmj.315.7109.629	1997	Matthias Egger, George Davey Smith, Martin Schneider, C. Minder
domains	https://openalex.org/domains/3	https://openalex.org/W2120062331	https://doi.org/10.1119/1.1972842	1966	Donald A. McQuarrie
domains	https://openalex.org/domains/3	https://openalex.org/W2170551349	https://doi.org/10.1038/nmeth.1923	2012	Ben Langmead, Steven L. Salzberg
domains	https://openalex.org/domains/3	https://openalex.org/W2142635246	https://doi.org/10.1109/tac.1974.1100705	1974	Hirotugu Akaike
domains	https://openalex.org/domains/3	https://openalex.org/W1979300931	https://doi.org/10.1007/978-1-4612-4380-9_25	1992	Edward L. Kaplan, Paul Meier
domains	https://openalex.org/domains/3	https://openalex.org/W2011039300		1979	M. R. Garey, David S. Johnson
domains	https://openalex.org/domains/3	https://openalex.org/W2133665775	https://doi.org/10.1109/tip.2003.819861	2004	Zhou Wang, Alan C. Bovik, H.R. Sheikh, Eero P. Simoncelli
domains	https://openalex.org/domains/3	https://openalex.org/W2049633694	https://doi.org/10.1111/j.2517-6161.1977.tb01600.x	1977	A. P. Dempster, N. M. Laird, Donald B. Rubin
domains	https://openalex.org/domains/3	https://openalex.org/W2135046866	https://doi.org/10.1111/j.2517-6161.1996.tb02080.x	1996	Robert Tibshirani
domains	https://openalex.org/domains/3	https://openalex.org/W2168175751	https://doi.org/10.1214/aos/1176344136	1978	Gideon Schwarz
domains	https://openalex.org/domains/3	https://openalex.org/W2024060531	https://doi.org/10.1126/science.220.4598.671	1983	Scott Kirkpatrick, C. D. Gelatt, M.P. Vecchi
domains	https://openalex.org/domains/3	https://openalex.org/W2097117768	https://doi.org/10.1109/cvpr.2015.7298594	2015	Christian Szegedy, Wei Liu, Yangqing Jia, Pierre Sermanet, Scott Reed, Dragomir Anguelov, Dumitru Erhan, Vincent Vanhoucke, Andrew Rabinovich
domains	https://openalex.org/domains/3	https://openalex.org/W2009435671	https://doi.org/10.2307/3802723	2003	Fred S. Guthery, Kenneth P. Burnham, David Anderson
domains	https://openalex.org/domains/3	https://openalex.org/W2092157292	https://doi.org/10.1063/1.3382344	2010	Stefan Grimme, Jens Antony, Stephan Ehrlich, Helge Krieg
domains	https://openalex.org/domains/3	https://openalex.org/W2132629607	https://doi.org/10.1002/jcc.20084	2004	Eric F. Pettersen, Thomas D. Goddard, Conrad C. Huang, Gregory S. Couch, Daniel M. Greenblatt, Elaine C. Meng, Thomas E. Ferrin
domains	https://openalex.org/domains/3	https://openalex.org/W2018858346	https://doi.org/10.1038/354056a0	1991	Sumio Iijima
domains	https://openalex.org/domains/3	https://openalex.org/W2153635508	https://doi.org/10.1145/1961189.1961199	2011	Chih-Chung Chang, Chih‐Jen Lin
domains	https://openalex.org/domains/3	https://openalex.org/W2112090702	https://doi.org/10.1038/30918	1998	Duncan J. Watts, Steven H. Strogatz
domains	https://openalex.org/domains/3	https://openalex.org/W1995945562	https://doi.org/10.1201/9780429246593	1994	Bradley Efron, Robert Tibshirani
domains	https://openalex.org/domains/3	https://openalex.org/W3214923421		1986	A. Bandura
domains	https://openalex.org/domains/3	https://openalex.org/W2030966943	https://doi.org/10.1111/j.1558-5646.1985.tb00420.x	1985	Joseph Felsenstein
domains	https://openalex.org/domains/3	https://openalex.org/W2126105956	https://doi.org/10.1109/4235.996017	2002	Kalyanmoy Deb, Amrit Pratap, Sakshi Agarwal, T. Meyarivan
domains	https://openalex.org/domains/3	https://openalex.org/W2159306398	https://doi.org/10.1007/bf02310555	1951	Lee J. Cronbach
domains	https://openalex.org/domains/3	https://openalex.org/W2156909104	https://doi.org/10.1007/978-1-4757-2440-0	1995	Vladimir Vapnik
domains	https://openalex.org/domains/3	https://openalex.org/W2311203695	https://doi.org/10.1093/molbev/msw054	2016	Sudhir Kumar, Glen Stecher, Koichiro Tamura
domains	https://openalex.org/domains/3	https://openalex.org/W2019465613	https://doi.org/10.1006/jcph.1995.1039	1995	Steven J. Plimpton
domains	https://openalex.org/domains/3	https://openalex.org/W2097382368	https://doi.org/10.1093/nar/25.24.4876	1997	Julie Thompson, Toby J. Gibson, Frédéric Plewniak, François Jeanmougin, Desmond G. Higgins
domains	https://openalex.org/domains/3	https://openalex.org/W2133059825	https://doi.org/10.1109/tsmc.1979.4310076	1979	Nobuyuki Otsu
domains	https://openalex.org/domains/3	https://openalex.org/W2561675875	https://doi.org/10.1108/ir.1999.04926fae.001	1999	
domains	https://openalex.org/domains/3	https://openalex.org/W1849190772		2013	Andrew F. Hayes
domains	https://openalex.org/domains/3	https://openalex.org/W2152195021	https://doi.org/10.1109/icnn.1995.488968	2002	James Kennedy, R.C. Eberhart
domains	https://openalex.org/domains/3	https://openalex.org/W2099111195	https://doi.org/10.1002/0471200611	2001	Thomas M. Cover, Joy A. Thomas
domains	https://openalex.org/domains/3	https://openalex.org/W2079105963	https://doi.org/10.1103/physrevb.47.558	1993	Georg Kresse, J. Häfner
domains	https://openalex.org/domains/3	https://openalex.org/W2993383518	https://doi.org/10.1002/j.1538-7305.1948.tb00917.x	1948	Claude E. Shannon
domains	https://openalex.org/domains/3	https://openalex.org/W2093274439	https://doi.org/10.1016/j.jbi.2008.08.010	2008	Paul A. Harris, Robert Taylor, Robert J. Thielke, Jonathon Payne, Nathaniel Gonzalez, José G. Conde
domains	https://openalex.org/domains/3	https://openalex.org/W1973948212	https://doi.org/10.5860/choice.27-3338	1990	David W. Hosmer, Stanley Lemeshow
domains	https://openalex.org/domains/3	https://openalex.org/W1976499671	https://doi.org/10.1063/1.445869	1983	William L. Jorgensen, Jayaraman Chandrasekhar, Jeffry D. Madura, Roger Impey, Michael L. Klein
domains	https://openalex.org/domains/3	https://openalex.org/W3015634246	https://doi.org/10.2307/2344428	1973	H. Herne, William W. Cooley, Paul R. Lohnes
domains	https://openalex.org/domains/3	https://openalex.org/W2014935324	https://doi.org/10.1038/nmat1849	2007	A. K. Geǐm, Kostya S. Novoselov
domains	https://openalex.org/domains/3	https://openalex.org/W2797247465	https://doi.org/10.5860/choice.29-3352	1992	
domains	https://openalex.org/domains/3	https://openalex.org/W4293241248	https://doi.org/10.1080/01621459.1958.10501452	1958	Edward L. Kaplan, Paul Meier
domains	https://openalex.org/domains/3	https://openalex.org/W2109469951	https://doi.org/10.1086/225469	1973	Mark Granovetter
domains	https://openalex.org/domains/3	https://openalex.org/W2107328434	https://doi.org/10.1016/0197-2456(86)90046-2	1986	Rebecca DerSimonian, Nan M. Laird
domains	https://openalex.org/domains/3	https://openalex.org/W2122912498	https://doi.org/10.1037/0033-2909.103.3.411	1988	James C. Anderson, David W. Gerbing
domains	https://openalex.org/domains/3	https://openalex.org/W2117539524	https://doi.org/10.1007/s11263-015-0816-y	2015	Olga Russakovsky, Jia Deng, Hao Su, Jonathan Krause, Sanjeev Satheesh, Sean Ma, Zhiheng Huang, Andrej Karpathy, Aditya Khosla, Michael S. Bernstein, Alexander C. Berg, Li Fei-Fei
domains	https://openalex.org/domains/3	https://openalex.org/W4250589301	https://doi.org/10.1017/cbo9780511804441	2004	Stephen Boyd, Lieven Vandenberghe
domains	https://openalex.org/domains/3	https://openalex.org/W2963446712	https://doi.org/10.1109/cvpr.2017.243	2017	Gao Huang, Zhuang Liu, Laurens van der Maaten, Kilian Q. Weinberger
domains	https://openalex.org/domains/3	https://openalex.org/W4239510810	https://doi.org/10.1007/bf00994018	1995	Corinna Cortes, Vladimir Vapnik
domains	https://openalex.org/domains/3	https://openalex.org/W2056760934	https://doi.org/10.1063/1.1699114	1953	N. Metropolis, Arianna W. Rosenbluth, M. N. Rosenbluth, Augusta H. Teller, Edward Teller
domains	https://openalex.org/domains/3	https://openalex.org/W2962835968	https://doi.org/10.48550/arxiv.1409.1556	2014	Karen Simonyan, Andrew Zisserman
domains	https://openalex.org/domains/3	https://openalex.org/W2130479394	https://doi.org/10.1093/nar/28.1.235	2000	Helen Berman
domains	https://openalex.org/domains/3	https://openalex.org/W2133469585	https://doi.org/10.1017/cbo9780511609220.014	1988	Daniel Kahneman, Amos Tversky
domains	https://openalex.org/domains/3	https://openalex.org/W2896457183	https://doi.org/10.48550/arxiv.1810.04805	2018	Jacob Devlin, Ming‐Wei Chang, Kenton Lee, Kristina Toutanova
domains	https://openalex.org/domains/3	https://openalex.org/W1969360633	https://doi.org/10.1107/s2053229614024218	2014	George M. Sheldrick
domains	https://openalex.org/domains/3	https://openalex.org/W2008620264	https://doi.org/10.1126/science.286.5439.509	1999	Albert‐László Barabási, Réka Albert
domains	https://openalex.org/domains/3	https://openalex.org/W4229668875	https://doi.org/10.2307/2285423	1975	Manning Feinleib, Jerrold H. Zar
domains	https://openalex.org/domains/3	https://openalex.org/W1861492603	https://doi.org/10.1007/978-3-319-10602-1_48	2014	Tsung-Yi Lin, Michael Maire, Serge Belongie, James Hays, Pietro Perona, Deva Ramanan, Piotr Dollár, C. Lawrence Zitnick
domains	https://openalex.org/domains/3	https://openalex.org/W1539796472	https://doi.org/10.1016/s0076-6879(97)76066-x	1997	Zbyszek Otwinowski, W. Minor
domains	https://openalex.org/domains/3	https://openalex.org/W2187089797		2008	Laurens van der Maaten, Geoffrey E. Hinton
domains	https://openalex.org/domains/3	https://openalex.org/W2063450941	https://doi.org/10.1016/s0022-2836(75)80083-0	1975	E.M. Southern
domains	https://openalex.org/domains/3	https://openalex.org/W2095705004		2014	Nitish Srivastava, Geoffrey E. Hinton, Alex Krizhevsky, Ilya Sutskever, Ruslan Salakhutdinov
domains	https://openalex.org/domains/3	https://openalex.org/W2296319761		2004	Stephen Boyd, Lieven Vandenberghe
domains	https://openalex.org/domains/3	https://openalex.org/W2072970694	https://doi.org/10.1038/nmeth.f.303	2010	J. Gregory Caporaso, Justin Kuczynski, Jesse Stombaugh, Kyle Bittinger, Frederic D. Bushman, Elizabeth K. Costello, Noah Fierer, Antonio González Peña, Julia K. Goodrich, Jeffrey I. Gordon, Gavin Huttley, Scott T. Kelley, Dan Knights, Jeremy E. Koenig, Ruth E. Ley, Catherine Lozupone, Daniel McDonald, Brian D. Muegge, Meg Pirrung, Jens Reeder, Joel Sevinsky, Peter J. Turnbaugh, William A. Walters, Jeremy Widmann, Tanya Yatsunenko, Jesse Zaneveld, Rob Knight
domains	https://openalex.org/domains/3	https://openalex.org/W2098126593	https://doi.org/10.1093/genetics/155.2.945	2000	Jonathan K. Pritchard, Matthew Stephens, Peter Donnelly
domains	https://openalex.org/domains/3	https://openalex.org/W639708223	https://doi.org/10.1109/tpami.2016.2577031	2016	Shaoqing Ren, Kaiming He, Ross Girshick, Jian Sun
domains	https://openalex.org/domains/3	https://openalex.org/W2798909945		1983	Gene H. Golub
domains	https://openalex.org/domains/3	https://openalex.org/W2250539671	https://doi.org/10.3115/v1/d14-1162	2014	Jeffrey Pennington, Richard Socher, Christopher D. Manning
domains	https://openalex.org/domains/3	https://openalex.org/W2120644786	https://doi.org/10.1016/b978-0-12-372180-8.50042-1	1990	T. J. White, Thomas D. Bruns, Steven Lee, John W. Taylor
domains	https://openalex.org/domains/3	https://openalex.org/W2963037989	https://doi.org/10.1109/cvpr.2016.91	2016	Joseph Redmon, Santosh Divvala, Ross Girshick, Ali Farhadi
domains	https://openalex.org/domains/3	https://openalex.org/W2618530766	https://doi.org/10.1145/3065386	2017	Alex Krizhevsky, Ilya Sutskever, Geoffrey E. Hinton
domains	https://openalex.org/domains/3	https://openalex.org/W2121863487	https://doi.org/10.1109/tnn.2004.842673	2005	Richard S. Sutton, Andy Barto
domains	https://openalex.org/domains/3	https://openalex.org/W2042492216	https://doi.org/10.1038/238037a0	1972	Akira Fujishima, Kenichi Honda
domains	https://openalex.org/domains/3	https://openalex.org/W2126930838	https://doi.org/10.1002/sim.1186	2002	Julian P. T. Higgins, Simon G. Thompson
domains	https://openalex.org/domains/3	https://openalex.org/W2124776405		1998	Simon Haykin
domains	https://openalex.org/domains/3	https://openalex.org/W2963341956	https://doi.org/10.18653/v1/n19-1423	2019	Jacob Devlin, Ming‐Wei Chang, Kenton Lee, Kristina Toutanova
domains	https://openalex.org/domains/3	https://openalex.org/W2799524357	https://doi.org/10.1093/molbev/msy096	2018	Sudhir Kumar, Glen Stecher, Michael Li, Christina Knyaz, Koichiro Tamura
domains	https://openalex.org/domains/3	https://openalex.org/W1903029394	https://doi.org/10.1109/cvpr.2015.7298965	2015	Jonathan Long, Evan Shelhamer, Trevor Darrell
domains	https://openalex.org/domains/3	https://openalex.org/W2161969291	https://doi.org/10.1109/cvpr.2005.177	2005	Navneet Dalal, Bill Triggs
domains	https://openalex.org/domains/3	https://openalex.org/W2119821739	https://doi.org/10.1023/a:1022627411411	1995	Corinna Cortes, Vladimir Vapnik
domains	https://openalex.org/domains/3	https://openalex.org/W2087070363	https://doi.org/10.1137/0111030	1963	Donald W. Marquardt
domains	https://openalex.org/domains/3	https://openalex.org/W2069006374	https://doi.org/10.1063/1.456153	1989	Thom H. Dunning
domains	https://openalex.org/domains/3	https://openalex.org/W2144081223	https://doi.org/10.1107/s0907444904019158	2004	Paul Emsley, Kevin Cowtan
domains	https://openalex.org/domains/3	https://openalex.org/W2140190241	https://doi.org/10.5860/choice.49-3305	2012	Jiawei Han, Micheline Kamber, Jian Pei
domains	https://openalex.org/domains/3	https://openalex.org/W2162348455	https://doi.org/10.1038/35002501	2000	Norman Myers, Russell A. Mittermeier, Cristina G. Mittermeier, Gustavo A. B. da Fonseca, Jennifer L. Kent
domains	https://openalex.org/domains/3	https://openalex.org/W1880262756	https://doi.org/10.5555/944919.944937	2003	David M. Blei, Andrew Y. Ng, Michael I. Jordan
domains	https://openalex.org/domains/3	https://openalex.org/W2141052558	https://doi.org/10.1093/bioinformatics/btu033	2014	Alexandros Stamatakis
domains	https://openalex.org/domains/3	https://openalex.org/W2105934661	https://doi.org/10.1115/1.3662552	1960	R. E. Kalman
domains	https://openalex.org/domains/3	https://openalex.org/W4233194460	https://doi.org/10.1021/ja01539a017	1958	William S. Hummers, Richard E. Offeman
domains	https://openalex.org/domains/3	https://openalex.org/W2173251738	https://doi.org/10.1175/1520-0477(1996)077<0437:tnyrp>2.0.co;2	1996	Eugenia Kalnay, Masao Kanamitsu, Robert Kistler, W. D. Collins, Dennis G. Deaven, L. S. Gandin, Mark Iredell, Suranjana Saha, Glenn H. White, John S. Woollen, Yutong Zhu, Ants Leetmaa, R. Reynolds, Muthuvel Chelliah, W. Ebisuzaki, W. Higgins, John E. Janowiak, K. C. Mo, C. Ropelewski, J. Wang, Roy L. Jenne, Dennis Joseph
domains	https://openalex.org/domains/3	https://openalex.org/W1989314580	https://doi.org/10.1037/11774-000	1962	B. J. WINER
domains	https://openalex.org/domains/3	https://openalex.org/W2146058063	https://doi.org/10.1093/bioinformatics/btg180	2003	Fredrik Ronquist, John P. Huelsenbeck
domains	https://openalex.org/domains/3	https://openalex.org/W2011301426	https://doi.org/10.1109/mcse.2007.55	2007	John D. Hunter
domains	https://openalex.org/domains/3	https://openalex.org/W1980216394	https://doi.org/10.1038/353737a0	1991	Brian C. O’Regan, Michaël Grätzel
domains	https://openalex.org/domains/3	https://openalex.org/W1573234480		2000	Andy P. Field, Jeremy N. V. Miles
domains	https://openalex.org/domains/3	https://openalex.org/W2035266068	https://doi.org/10.1063/1.448118	1984	Herman J. C. Berendsen, Johan P. M. Postma, Wilfred F. van Gunsteren, A. DiNola, J.R. Haak
domains	https://openalex.org/domains/3	https://openalex.org/W2134967712	https://doi.org/10.1002/jcc.21334	2009	Oleg Trott, Arthur J. Olson
domains	https://openalex.org/domains/3	https://openalex.org/W2171074980	https://doi.org/10.1093/comjnl/7.4.308	1965	J. A. Nelder, R. Mead
domains	https://openalex.org/domains/3	https://openalex.org/W2139122730	https://doi.org/10.2307/1912352	1979	James J. Heckman
domains	https://openalex.org/domains/3	https://openalex.org/W3106250896	https://doi.org/10.1007/978-3-319-46448-0_2	2016	Wei Liu, Dragomir Anguelov, Dumitru Erhan, Christian Szegedy, Scott Reed, Cheng-Yang Fu, Alexander C. Berg
domains	https://openalex.org/domains/3	https://openalex.org/W2148603752	https://doi.org/10.2307/1271368	1999	Yuhai Wu, Vladimir Vapnik
domains	https://openalex.org/domains/3	https://openalex.org/W2132525235	https://doi.org/10.1002/jcc.22885	2011	Tian Lu, Feiwu Chen
domains	https://openalex.org/domains/3	https://openalex.org/W2076452041	https://doi.org/10.1016/0377-2217(78)90138-8	1978	A. Charnes, W. W. Cooper, Edwardo L. Rhodes
domains	https://openalex.org/domains/3	https://openalex.org/W2137015675	https://doi.org/10.1093/bioinformatics/btm404	2007	Mark Larkin, Gordon Blackshields, Nigel P. Brown, Chenna Ramu, Paul McGettigan, Hamish McWilliam, F. Valentin, Iain M. Wallace, Andreas Wilm, Rodrigo López, Julie Thompson, Toby J. Gibson, Desmond G. Higgins
domains	https://openalex.org/domains/3	https://openalex.org/W2129995310	https://doi.org/10.1007/978-1-4757-3061-6	1999	Joseph R. Lakowicz
domains	https://openalex.org/domains/3	https://openalex.org/W2145023731	https://doi.org/10.1109/tpami.1986.4767851	1986	John Canny
domains	https://openalex.org/domains/3	https://openalex.org/W2009674410	https://doi.org/10.1021/ac60147a030	1959	Gail Lorenz Miller
domains	https://openalex.org/domains/3	https://openalex.org/W1594031697	https://doi.org/10.2307/2530946	1984	Alexander Gordon, Leo Breiman, Jerome H. Friedman, Richard A. Olshen, C. J. Stone
domains	https://openalex.org/domains/3	https://openalex.org/W2150291618	https://doi.org/10.1093/biomet/70.1.41	1983	Paul R. Rosenbaum, Donald B. Rubin
domains	https://openalex.org/domains/3	https://openalex.org/W1663973292	https://doi.org/10.1117/1.2819119	2007	Christopher Bishop
domains	https://openalex.org/domains/3	https://openalex.org/W2067174909	https://doi.org/10.1063/1.464397	1993	Tom Darden, Darrin M. York, Lee G. Pedersen
domains	https://openalex.org/domains/3	https://openalex.org/W2044591029	https://doi.org/10.1002/jcc.20495	2006	Stefan Grimme
domains	https://openalex.org/domains/3	https://openalex.org/W2072500831	https://doi.org/10.3758/brm.41.4.1149	2009	Franz Faul, Edgar Erdfelder, Axel Buchner, Albert-Georg Lang
domains	https://openalex.org/domains/3	https://openalex.org/W2102605133	https://doi.org/10.1109/cvpr.2014.81	2014	Ross Girshick, Jeff Donahue, Trevor Darrell, Jitendra Malik
domains	https://openalex.org/domains/3	https://openalex.org/W1513717105	https://doi.org/10.1016/0307-4412(83)90068-7	1983	EJ Wood
domains	https://openalex.org/domains/3	https://openalex.org/W3177828909	https://doi.org/10.1038/s41586-021-03819-2	2021	John Jumper, Richard Evans, Alexander Pritzel, Tim Green, Michael Figurnov, Olaf Ronneberger, Kathryn Tunyasuvunakool, Russ Bates, Augustin Žídek, Anna Potapenko, Alex Bridgland, Clemens Meyer, Simon Kohl, Andrew J. Ballard, Andrew Cowie, Bernardino Romera‐Paredes, Stanislav Nikolov, Rishub Jain, Jonas Adler, Trevor Back, Stig Petersen, David Reiman, Ellen Clancy, Michal Zielinski, Martin Steinegger, Michalina Pacholska, Tamas Berghammer, Sebastian Bodenstein, David Silver, Oriol Vinyals, Andrew Senior, Koray Kavukcuoglu, Pushmeet Kohli, Demis Hassabis
domains	https://openalex.org/domains/3	https://openalex.org/W2011254969	https://doi.org/10.1021/ja01269a023	1938	Stephen Brunauer, P. H. Emmett, Edward Teller
domains	https://openalex.org/domains/3	https://openalex.org/W2798333393	https://doi.org/10.4324/9780080477527-64	2007	
domains	https://openalex.org/domains/3	https://openalex.org/W2108818539	https://doi.org/10.2307/1912934	1980	Halbert White
domains	https://openalex.org/domains/3	https://openalex.org/W2150697053	https://doi.org/10.1007/s00214-007-0310-x	2007	Yan Zhao, Donald G. Truhlar
